plot,blk,trt,plt.date,term.plt,herb.trt,herb.trt.POSTdemo,NoResidualAtPost,location,date,year,timing,weed.species,soy.hgt.cm,weed.demo.unit,above.canopy,greater.ten.cm,less.ten.cm,total.weed.den,std.weed den,eb.data,eb.herb,eb.plt.dt,ea.data,ea.herb,ea.plt.dt,lb.data,lb.herb,lb.plt.dt,la.data,la.herb,la.plt.dt,yield.data,rye.bio.m2,soybean.buac,lorenz,ob1,ob2,ob3,ob4,ob5,ob6,ob7,ob8,ob9,ob10,ob11,ob12,ob13,ob14,ob15,ob16
207,b2,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,90,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b3,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,91,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b4,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,69,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
111,b1,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,90,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b2,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,77,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
302,b3,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,68,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,b1,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,70,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,86,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
305,b3,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,64,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
406,b4,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,80,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,67,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b2,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,76,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b3,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,89,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b4,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,84,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
113,b1,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,76,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b2,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,59,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,b3,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,86,1m2,0,2,0,2,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
407,b4,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,79,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,6,green/boot,boot/boot,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b2,6,green/boot,boot/boot,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,107,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
310,b3,6,green/boot,boot/boot,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,85,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
415,b4,6,green/boot,boot/boot,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,b1,7,green/boot,boot/boot,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,100,1m2,2,0,0,2,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
214,b2,7,green/boot,boot/boot,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,94,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
306,b3,7,green/boot,boot/boot,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,95,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
414,b4,7,green/boot,boot/boot,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,90,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b1,8,green/boot,boot/boot,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
212,b2,8,green/boot,boot/boot,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,98,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,8,green/boot,boot/boot,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,82,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
413,b4,8,green/boot,boot/boot,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,105,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,b1,9,green/boot,boot/boot,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,97,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
215,b2,9,green/boot,boot/boot,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,76,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
307,b3,9,green/boot,boot/boot,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,102,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
412,b4,9,green/boot,boot/boot,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,97,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,88,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
213,b2,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,92,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,96,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,97,1m2,2,0,0,2,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,b1,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,83,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b3,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,85,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
405,b4,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,69,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
107,b1,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
202,b2,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,88,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
314,b3,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,96,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
403,b4,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,83,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108,b1,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,86,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
205,b2,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,74,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
312,b3,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,92,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
402,b4,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,91,1m2,2,2,0,4,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
110,b1,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,61,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
203,b2,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,75,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
313,b3,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,94,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
401,b4,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),common ragweed,84,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
109,b1,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,73,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201,b2,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
315,b3,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,68,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
404,b4,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),common ragweed,71,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115,b1,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,58,1m2,0,0,0,0,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
207,b2,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,75,1m2,0,0,0,0,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b3,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,83,1m2,0,0,0,0,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b4,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,71,1m2,0,0,0,0,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
111,b1,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,95,1m2,0,0,0,0,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b2,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,78,1m2,0,0,0,0,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
302,b3,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,97,1m2,0,0,0,0,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,60,1m2,0,2,0,2,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,b1,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,87,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,86,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
305,b3,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,59,1m2,0,4,0,4,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
406,b4,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,80,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,65,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b2,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,68,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b3,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,90,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b4,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,71,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
113,b1,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,80,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b2,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,59,1m2,0,10,0,10,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,b3,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,71,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
407,b4,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,71,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,6,green/boot,boot/boot,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,95,1m2,0,0,0,0,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b2,6,green/boot,boot/boot,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,96,1m2,0,0,0,0,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
310,b3,6,green/boot,boot/boot,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,81,1m2,0,0,0,0,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
415,b4,6,green/boot,boot/boot,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,87,1m2,0,0,0,0,na,yes,utc,early,yes,utc,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,b1,7,green/boot,boot/boot,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,90,1m2,0,0,0,0,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
214,b2,7,green/boot,boot/boot,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,86,1m2,0,0,0,0,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
306,b3,7,green/boot,boot/boot,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,96,1m2,0,0,0,0,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
414,b4,7,green/boot,boot/boot,boot,boot,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,88,1m2,0,0,0,0,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b1,8,green/boot,boot/boot,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,95,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
212,b2,8,green/boot,boot/boot,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,95,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,8,green/boot,boot/boot,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,94,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
413,b4,8,green/boot,boot/boot,anthesis,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,96,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,b1,9,green/boot,boot/boot,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,95,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
215,b2,9,green/boot,boot/boot,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,70,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
307,b3,9,green/boot,boot/boot,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,90,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
412,b4,9,green/boot,boot/boot,POST,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,100,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,87,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
213,b2,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,96,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,96,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,93,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,b1,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,92,1m2,0,0,0,0,na,no,,,no,,,yes,utc,early,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,73,1m2,0,0,0,0,na,no,,,no,,,yes,utc,early,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b3,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,7/25/23,2023,POST (28 DAT),palmer amaranth,81,1m2,0,0,0,0,na,no,,,no,,,yes,utc,early,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
