plot,blk,trt,plt.date,herb.trt,herb.trt.POSTdemo,NoResidualAtPost,location,date,site.year,year,timing,weed.species,soy.hgt.cm,weed.demo.unit,above.canopy,greater.ten.cm,less.ten.cm,total.weed.den,weed.check,std.weed den,eb.data,eb.herb,eb.plt.dt,ea.data,ea.herb,ea.plt.dt,lb.data,lb.herb,lb.plt.dt,la.data,la.herb,la.plt.dt,yield.data,rye.bio.m2,soybean.kgha,lorenz,ob1,ob2,ob3,ob4,ob5,ob6,ob7,ob8,ob9,ob10,ob11,ob12,ob13,ob14,ob15,ob16
112,b4,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,50,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,b2,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,56.5,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
502,b1,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,27.5,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b3,12,standard (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,55.5,1m2,0,1,1,2,32.6,na,no,,,no,,,yes,pre,late,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b4,12,standard (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,43,1m2,0,0,1,1,32.6,na,no,,,no,,,yes,pre,late,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
401,b1,12,standard (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,46,1m2,0,0,2,2,32.6,na,no,,,no,,,yes,pre,late,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
505,b2,12,standard (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,56,1m2,0,0,0,0,32.6,na,no,,,no,,,yes,pre,late,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
205,b2,13,standard (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,46.5,1m2,0,1,2,3,32.6,na,no,,,no,,,no,,,yes,pre,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b4,13,standard (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,54,1m2,0,0,1,1,32.6,na,no,,,no,,,no,,,yes,pre,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b3,13,standard (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,56,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,yes,pre,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
501,b1,13,standard (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,59,1m2,0,1,2,3,32.6,na,no,,,no,,,no,,,yes,pre,late,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b2,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,52.5,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201,b1,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,48,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,51,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
511,b4,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,55,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,b2,7,early (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,65.5,1m2,0,0,1,1,32.6,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
203,b1,7,early (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,66.5,1m2,0,0,0,0,32.6,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,7,early (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,53.5,1m2,0,0,4.5,4.5,32.6,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
510,b4,7,early (1 DAP),boot,boot,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,62.5,1m2,0,0,1,1,32.6,na,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108,b3,8,early (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,67.5,1m2,0,0,1,1,32.6,na,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,8,early (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,51.5,1m2,0,0,0,0,32.6,na,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b4,8,early (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,67.5,1m2,0,0,2.5,2.5,32.6,na,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b1,8,early (1 DAP),anthesis,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,42,1m2,0,1,6,7,32.6,na,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,65,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b3,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,56.5,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,65,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
506,b2,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/11/22,PA22,2022,POST (28 DAT),waterhemp,60.5,1m2,0,0,0,0,32.6,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,1,standard (14 DPP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,61,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,b1,1,standard (14 DPP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,49.5,1m2,0,0,1,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,b3,1,standard (14 DPP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,57.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,b4,1,standard (14 DPP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,58,1m2,0,1,0,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,b1,4,standard (14 DPP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,50,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,b3,4,standard (14 DPP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,58.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,b2,4,standard (14 DPP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,49.5,1m2,0,0,4,4,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,b4,4,standard (14 DPP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,55.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,b1,11,standard (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,50.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,b3,11,standard (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,50,1m2,0,0,4,4,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,b2,11,standard (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,50,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,b4,11,standard (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,48.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,b4,14,standard (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,39,1m2,0,0,1,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,b1,14,standard (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,43,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,b2,14,standard (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,47.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,b3,14,standard (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,49,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,b4,6,early (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,51.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,b1,6,early (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,55,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,b2,6,early (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,62,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,b3,6,early (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,64.5,1m2,0,1,2,3,,na,no,,,no,,,no,,,no,,,no,na,na,yes,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,b2,9,early (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,59.5,1m2,0,1,0,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,b4,9,early (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,57.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,b1,9,early (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,58.5,1m2,0,0,14,14,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,b3,9,early (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,62,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,b4,2,standard (14 DPP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,58,1m2,0,1,0,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,b1,2,standard (14 DPP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,49.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,b3,2,standard (14 DPP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,48,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,b2,2,standard (14 DPP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,53.5,1m2,0,1,16,17,,na,no,,,no,,,no,,,no,,,no,na,na,yes,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,b2,3,standard (14 DPP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,18.5,1m2,0,0,2,2,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,b1,3,standard (14 DPP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,56.5,1m2,0,0,4,4,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,b4,3,standard (14 DPP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,58.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,b3,3,standard (14 DPP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,50,1m2,0,0,2,2,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,b3,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,52,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,b4,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,49,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,b2,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,51,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,b1,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,50,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,b3,12,standard (1 DAP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,49.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,b4,12,standard (1 DAP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,45,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,b1,12,standard (1 DAP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,54.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,b2,12,standard (1 DAP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,47.5,1m2,0,0,3,3,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,b2,13,standard (1 DAP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,45,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,b4,13,standard (1 DAP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,33,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,b3,13,standard (1 DAP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,45.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,b1,13,standard (1 DAP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,41.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,b2,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,15.5,1m2,0,0,3,3,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,b1,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,45,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,b3,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,49,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,b4,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,50,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,b2,7,early (1 DAP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,59,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,b1,7,early (1 DAP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,60,1m2,0,0,8,8,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,b3,7,early (1 DAP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,62.5,1m2,0,0,1,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,b4,7,early (1 DAP),boot,boot,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,58.5,1m2,0,0,1,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,b3,8,early (1 DAP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,49,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,b2,8,early (1 DAP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,66.5,1m2,0,0,1,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,b4,8,early (1 DAP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,59,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,b1,8,early (1 DAP),anthesis,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,55,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,b1,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,53,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,b3,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,60.5,1m2,0,0,1,1,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,b4,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,55,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,b2,10,early (1 DAP),anthesis/POST,anthesis,no,PA,7/28/23,PA23,2023,POST (28 DAT),common ragweed,58.5,1m2,0,0,0,0,,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,b2,1,standard (14 DPP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,61,1m2,0,1,5.5,6.5,10,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,yes,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,b1,1,standard (14 DPP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,49.5,1m2,0,0,1.5,1.5,10,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,b3,1,standard (14 DPP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,57.5,1m2,0,0,6.5,6.5,10,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,b4,1,standard (14 DPP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,58,1m2,0,1,7,8,10,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,b1,4,standard (14 DPP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,50,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,b3,4,standard (14 DPP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,58.5,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,b2,4,standard (14 DPP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,49.5,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,b4,4,standard (14 DPP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,55.5,1m2,0,0,0,0,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,b1,11,standard (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,50.5,1m2,0,2.5,9,11.5,10,na,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,yes,13,14,12,13,15,0,0,0,0,0,0,0,0,0,0,0
109,b3,11,standard (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,50,1m2,0,5,9,14,10,na,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,yes,15,15,17,11,12,14,15,19,0,0,0,0,0,0,0,0
305,b2,11,standard (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,50,1m2,0,1,6,7,10,na,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,yes,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,b4,11,standard (1 DAP),no residual,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,48.5,1m2,0,1,3,4,10,na,no,,,no,,,yes,utc,late,yes,utc,late,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,b4,14,standard (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,39,1m2,0,0,1,1,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,b1,14,standard (1 DAP),POST,no residual,yes,PA,7/28/23,PA23,2023,POST (28 DAT),waterhemp,43,1m2,0,0,1,1,10,na,no,,,no,,,no,,,no,,,no,na,na,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
