plot,blk,trt,plt.date,term.plt,herb.trt,herb.trt.POSTdemo,NoResidualAtPost,location,date,timing,weed.species,soy.hgt.cm,weed.demo.unit,above.canopy,greater.ten.cm,less.ten.cm,total.weed.den,std.weed den,yield.data,rye.bio.m2,soybean.buac,lorenz,ob1,ob2,ob3,ob4,ob5,ob6,ob6,ob7,ob8,ob9,ob10,ob11,ob12,ob13,ob14,ob15
110,b4,6,green/boot,boot/boot,no residual,no residual,yes,VA,na,POST (-1 DAT),palmer amaranth,17.8,1m2,2.7,2.7,27,32.4,40,yes,159,36.73320745,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,VA,na,POST (-1 DAT),palmer amaranth,20.3,1m2,0,5.4,64.8,70.2,44.5,yes,79,31.1789284,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
306,b2,9,green/boot,boot/boot,POST,no residual,yes,VA,na,POST (-1 DAT),palmer amaranth,30.5,1m2,0,5.4,27,32.4,12.125,yes,143,42.08303451,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
503,b1,9,green/boot,boot/boot,POST,no residual,yes,VA,na,POST (-1 DAT),palmer amaranth,25.4,1m2,0,5.4,32.4,37.8,44.5,yes,96,25.47131036,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b3,6,green/boot,boot/boot,no residual,no residual,yes,VA,na,POST (-1 DAT),palmer amaranth,25.4,1m2,0,8.1,18.9,27,21.6,yes,113,26.6469093,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
307,b3,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,VA,na,POST (-1 DAT),palmer amaranth,22.9,1m2,2.7,8.1,18.9,29.7,21.6,yes,137,43.66753743,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
310,b4,9,green/boot,boot/boot,POST,no residual,yes,VA,na,POST (-1 DAT),palmer amaranth,25.4,1m2,0,10.8,18.9,29.7,40,yes,159,41.60597987,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
510,b4,7,green/boot,boot/boot,boot,boot,no,VA,na,POST (-1 DAT),palmer amaranth,17.8,1m2,2.7,13.5,35.1,51.3,40,yes,159,30.13963079,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,b1,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,23,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,25,1m2,0,0,4,4,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,b1,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,25,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b1,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,POST (28 DAT),common ragweed,24,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,b1,9,green/boot,boot/boot,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,32,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
107,b1,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,30,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108,b1,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
109,b1,7,green/boot,boot/boot,boot,boot,no,DE,na,POST (28 DAT),common ragweed,40,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
110,b1,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
111,b1,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,b1,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
113,b1,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,37,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,b1,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,33,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115,b1,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201,b2,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,30,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
202,b2,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
203,b2,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,23,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
205,b2,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
207,b2,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,22,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b2,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b2,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,20,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b2,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,25,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b2,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
212,b2,7,green/boot,boot/boot,boot,boot,no,DE,na,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
213,b2,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
214,b2,9,green/boot,boot/boot,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
215,b2,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b3,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,33,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
302,b3,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,19,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b3,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,26,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,b3,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,26,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
305,b3,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,POST (28 DAT),common ragweed,23,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
306,b3,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
307,b3,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,26,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,32,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,27,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
310,b3,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,POST (28 DAT),common ragweed,33,1m2,0,0,4,4,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b3,9,green/boot,boot/boot,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,37,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
312,b3,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
313,b3,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,26,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
314,b3,7,green/boot,boot/boot,boot,boot,no,DE,na,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
315,b3,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,33,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
401,b4,7,green/boot,boot/boot,boot,boot,no,DE,na,POST (28 DAT),common ragweed,41,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
402,b4,9,green/boot,boot/boot,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
403,b4,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,32,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
404,b4,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,38,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
405,b4,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,38,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
406,b4,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
407,b4,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b4,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b4,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,29,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),common ragweed,29,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
412,b4,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),common ragweed,30,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
413,b4,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),common ragweed,23,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
414,b4,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),common ragweed,21,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
415,b4,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,b1,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,25,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,34,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,b1,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,27,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b1,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,26,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,b1,9,green/boot,boot/boot,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,33,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
107,b1,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,30,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108,b1,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,30,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
109,b1,7,green/boot,boot/boot,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,38,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
110,b1,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,40,1m2,0,0,8,8,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
111,b1,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,38,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,b1,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,36,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
113,b1,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,30,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,b1,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,37,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115,b1,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201,b2,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,29,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
202,b2,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,34,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
203,b2,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,22,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,36,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
205,b2,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,32,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
207,b2,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,27,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b2,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,33,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b2,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,23,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b2,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,26,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b2,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,38,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
212,b2,7,green/boot,boot/boot,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,41,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
213,b2,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,38,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
214,b2,9,green/boot,boot/boot,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,37,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
215,b2,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,38,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b3,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
302,b3,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,24,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b3,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,30,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,b3,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,23,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
305,b3,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,30,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
306,b3,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,32,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
307,b3,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,31,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,32,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,29,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
310,b3,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,35,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b3,9,green/boot,boot/boot,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,37,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
312,b3,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,31,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
313,b3,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,39,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
314,b3,7,green/boot,boot/boot,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,41,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
315,b3,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,33,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
401,b4,7,green/boot,boot/boot,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,37,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
402,b4,9,green/boot,boot/boot,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,37,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
403,b4,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,38,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
404,b4,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,41,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
405,b4,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,33,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
406,b4,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,34,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
407,b4,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,37,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b4,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,POST (28 DAT),palmer amaranth,32,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b4,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,29,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,POST (28 DAT),palmer amaranth,28,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,POST (28 DAT),palmer amaranth,36,1m2,0,0,0,0,na,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
